location,size,total_sqft,bath,price
Raja Rajeshwari Nagar,2,1133.0,2.0,49.07
Bisuvanahalli,3,1075.0,2.0,37.0
Sector 6 HSR Layout,4,3000.0,5.0,260.0
Brookefield,4,2440.0,5.0,425.0
Vidyaranyapura,2,1200.0,2.0,55.0
Thanisandra,2,1075.0,2.0,45.8
Kaggadasapura,2,1140.0,2.0,40.0
Margondanahalli,5,940.0,4.0,150.0
ITI Layout,6,2160.0,5.0,250.0
Raja Rajeshwari Nagar,2,1090.0,2.0,42.0
R.T. Nagar,4,1500.0,4.0,70.0
Whitefield,4,4104.0,4.0,360.0
Whitefield,3,1790.0,3.0,100.0
Hebbal,3,1920.0,3.0,134.0
HRBR Layout,2,1374.0,2.0,95.0
Bannerghatta Road,3,1445.0,3.0,95.0
Kanakapura,1,711.0,1.0,36.0
Tumkur Road,3,1500.0,3.0,95.0
Whitefield,3,1720.0,3.0,100.0
Vasanthapura,3,1400.0,3.0,60.0
Kundalahalli,2,1030.0,2.0,49.0
Mysore Road,2,1200.0,2.0,85.0
Hosahalli,3,1375.0,3.0,70.0
Hegde Nagar,2,1050.0,1.0,56.0
Jalahalli,3,2250.0,3.0,160.0
Bellandur,2,1000.0,2.0,50.0
Jalahalli West,1,469.0,1.0,25.0
Marathahalli,4,3800.0,4.0,250.0
Kambipura,2,883.0,2.0,29.0
GM Palaya,3,1820.0,2.0,86.0
Singasandra,3,1440.0,2.0,65.0
near Ramanashree California resort,6,3600.0,4.0,160.0
Malleshwaram,4,2500.0,5.0,325.0
Mahadevpura,2,1225.0,2.0,48.0
"6th block banashankari 3rd stage, 100 feet ORR",3,4000.0,3.0,660.0
Chikkalasandra,2,875.0,2.0,52.8
Jalahalli East,1,750.0,1.0,40.0
6th Phase JP Nagar,2,1180.0,2.0,80.0
Haralur Road,2,1194.0,2.0,47.0
Hennur Road,3,1500.0,2.0,62.0
Poornapragna Housing Society Layout,2,1160.0,2.0,52.2
Hosakerehalli,3,2378.0,3.0,262.0
Sarjapur,2,1128.0,2.0,60.0
Hebbal,3,1500.0,3.0,150.0
Huskur,3,1220.0,2.0,35.23
Sarjapur  Road,2,1210.0,2.0,58.0
Kanakpura Road,3,1100.0,2.0,58.0
Bommasandra,3,1200.0,3.0,46.0
Haralur Road,4,3385.0,5.0,260.0
Nagondanahalli,3,1641.0,3.0,66.0
Horamavu Agara,2,1200.0,2.0,45.0
Raja Rajeshwari Nagar,2,1260.0,2.0,67.39
Mahadevpura,3,1720.0,3.0,78.0
Yelahanka,2,1132.5,2.0,48.13
Yelahanka,2,1210.0,2.0,45.98
Indira Nagar,4,2200.0,4.0,200.0
Bisuvanahalli,3,1075.0,2.0,45.0
Thanisandra,3,1702.0,3.0,130.0
Shanthala Nagar,2,1630.0,2.0,200.0
Raja Rajeshwari Nagar,2,1141.0,2.0,38.55
Shantiniketan Layout,3,2072.0,3.0,108.0
Herohalli,3,1200.0,2.0,70.0
Teachers Colony,3,1350.0,3.0,77.0
Bettahalsoor,4,4046.0,4.0,445.0
Srinivasa Nagar,3,1180.0,2.0,78.34
Yelahanka,3,35000.0,3.0,130.0
Langford Town,2,1355.0,2.0,115.0
Sulthangunta,1,600.0,1.0,50.0
Hormavu,7,1200.0,7.0,150.0
Bannerghatta Road,3,1640.0,2.0,120.0
Byrathi Village,5,1200.0,5.0,100.0
Kodichikkanahalli,3,1190.0,2.0,57.0
OMBR Layout,4,2400.0,4.0,375.0
Marathahalli,2,1019.0,2.0,49.85
Ambedkar Colony,3,1875.0,3.0,165.0
Akshaya Nagar,3,1250.0,3.0,40.0
Brookefield,3,1200.0,3.0,140.0
Whitefield,2,1140.0,2.0,56.0
Lingadheeranahalli,3,1683.0,3.0,109.0
Kaggadasapura,3,1515.0,3.0,83.3
Hoodi,4,2118.0,4.0,111.0
Bannerghatta Road,4,1380.0,3.0,58.0
Varthur Road,2,1083.0,2.0,61.75
Anjappa Layout,2,600.0,2.0,55.0
Avalahalli,3,2300.0,3.0,120.0
Prakruthi Nagar,2,1240.0,2.0,60.0
Surabhi Layout,3,1750.0,3.0,120.0
Sadaramangala,2,1230.0,2.0,43.48
Anjanapura,3,1500.0,3.0,139.0
Abbigere,2,985.0,2.0,40.39
Tindlu,3,1500.0,2.0,87.0
Electronic City,2,1125.0,2.0,32.49
Maruthi Sevanagar,2,950.0,2.0,44.0
Kothanur,3,1580.0,3.0,76.0
B Narayanapura,3,1092.0,2.0,98.5
Electronic City Phase II,2,1090.0,2.0,28.34
Hennur Road,3,2264.0,3.0,159.0
Dommasandra,3,1033.0,2.0,25.53
Kammasandra,2,810.0,2.0,24.5
Green Garden Layout,2,1045.0,2.0,45.0
Hebbal,2,1337.0,2.0,82.0
Chandapura,2,1200.0,2.0,32.0
Koramangala,3,1580.0,3.0,160.0
Begur Road,3,1500.0,2.0,54.0
Whitefield,3,1640.0,4.0,91.0
Silver Springs Layout,3,1570.0,3.0,62.0
Gubbalala,3,1470.0,2.0,82.0
Kengeri,2,1160.0,2.0,40.61
7th Phase JP Nagar,2,1050.0,2.0,71.0
Dairy Circle,3,1855.0,3.0,225.0
Bannerghatta Road,3,1460.0,2.0,90.0
Hulimavu,3,1823.0,3.0,100.0
Electronic City,2,1094.0,2.0,42.0
Budigere,2,1153.0,2.0,57.0
Hoysalanagar,3,1325.0,3.0,57.0
Parappana Agrahara,4,1200.0,3.0,85.0
Jakkur,3,1590.0,2.0,125.0
Jeevan bima nagar,5,1210.0,4.0,160.0
Raja Rajeshwari Nagar,4,1200.0,4.0,220.0
Narayana Nagar 1st Block,2,1202.0,2.0,48.0
Haralur Road,2,1202.0,2.0,53.0
KSRTC Layout,2,1200.0,2.0,62.5
Panathur,3,1688.0,3.0,118.0
Kaval Byrasandra,2,1020.0,2.0,52.0
Sarjapur,2,1185.0,2.0,47.0
Ramagondanahalli,2,1235.0,2.0,52.04
Hosakerehalli,4,3205.0,5.0,500.0
Banashankari,2,1077.0,2.0,37.64
Kengeri Satellite Town,3,1415.0,2.0,66.0
EPIP Zone,3,2330.0,3.0,162.0
Whitefield,2,805.0,2.0,35.0
P&T Colony,1,425.0,1.0,20.03
Whitefield,2,1155.0,2.0,59.95
Cunningham Road,4,5270.0,4.0,1250.0
Anekal,2,656.0,2.0,22.0
New Gurappana Palya,2,1100.0,2.0,48.0
Mahadevpura,2,1150.0,2.0,52.0
Chelekare,1,600.0,1.0,60.0
Ambedkar Colony,2,1468.0,2.0,140.0
Palanahalli,4,4300.0,5.0,550.0
Whitefield,3,2280.0,4.0,126.0
Hegde Nagar,2,1341.0,2.0,97.0
Jakkur,2,1279.0,2.0,77.0
Electronic City Phase II,4,2225.0,4.0,98.88
Thanisandra,2,1185.0,2.0,43.51
Vadarpalya,3,1750.0,3.0,85.0
Kudlu,2,1152.0,2.0,53.5
Shivanagar,5,1000.0,4.0,160.0
Hulimavu,2,1300.0,2.0,36.0
Varthur Road,4,2760.0,4.0,155.0
5th Phase JP Nagar,2,1070.0,2.0,39.0
Uttarahalli,2,1101.0,2.0,45.0
V.V Puram,2,775.0,2.0,55.0
Yeshwanthpur,1,667.0,1.0,36.85
Electronic City,2,1070.0,2.0,55.0
Old Airport Road,3,1875.0,2.0,110.0
Kundalahalli,2,735.0,2.0,57.99
Sarjapur,5,4360.0,4.0,90.0
Koramangala,3,1750.0,3.0,130.0
Marathahalli,2,1215.0,2.0,67.0
Sector 3 HSR Layout,9,600.0,9.0,190.0
Vishwapriya Layout,2,820.0,2.0,30.0
Banashankari Stage VI,2,1177.5,2.0,59.935
Battarahalli,3,1779.0,3.0,89.61
HMT Layout,2,1105.0,2.0,58.0
Whitefield,3,1650.0,3.0,60.0
Jalahalli,2,1694.0,2.0,150.0
Hosakerehalli,3,2376.0,3.0,203.0
Cox Town,3,1975.0,3.0,150.0
Kammasandra,2,674.0,2.0,33.0
Kaggadasapura,2,1185.0,2.0,41.0
 Thanisandra,1,445.0,1.0,28.0
Mylasandra,6,900.0,7.0,76.0
HSR Layout,3,1475.0,3.0,75.0
Gottigere,3,1618.0,3.0,82.5
Koramangala,2,1120.0,2.0,65.0
Marathahalli,4,2181.0,3.0,152.0
Vidyaranyapura,4,1200.0,4.0,90.0
Nagondanahalli,6,600.0,4.0,65.0
Bannerghatta Road,3,1556.0,2.0,59.13
Bannerghatta Road,2,1179.0,2.0,66.02
Thanisandra,2,1296.0,2.0,83.0
Kaggadasapura,2,1275.0,2.0,52.0
Kalasipalya,7,1875.0,2.0,300.0
Kathriguppe,3,1400.0,2.0,77.0
Gottigere,2,1222.0,2.0,63.0
Electronic City,2,940.0,2.0,41.0
Thanisandra,2,1185.0,2.0,42.6
Tumkur Road,3,1779.0,3.0,112.0
Begur Road,3,1615.0,3.0,59.76
Haralur Road,2,1056.0,2.0,61.0
7th Phase JP Nagar,2,1100.0,2.0,46.0
Arekere,2,920.0,2.0,40.0
ITI Layout,3,1602.0,2.0,75.0
Padmanabhanagar,2,1176.0,2.0,62.0
HBR Layout,4,675.0,3.0,59.0
Richmond Town,3,1352.0,3.0,135.0
Kasavanhalli,3,1717.0,3.0,99.0
4 Bedroom Farm House in Bagalur,4,10961.0,4.0,80.0
Bhoganhalli,4,2119.0,4.0,111.0
Vittasandra,2,1246.0,2.0,67.3
Anandapura,2,1141.0,2.0,42.79
Hennur Road,2,1157.0,2.0,84.0
Chandapura,2,1025.0,2.0,27.68
Yelahanka New Town,1,650.0,1.0,33.0
Hebbal,2,1349.0,2.0,98.0
Narayanapura,3,1566.0,3.0,83.3
Sahakara Nagar,4,2830.0,3.0,195.0
Electronic City,3,1320.0,2.0,38.13
manyata park,3,1780.0,3.0,84.83
Varthur,2,1091.0,2.0,34.9
Rachenahalli,4,3670.0,4.0,300.0
7th Phase JP Nagar,2,918.0,2.0,50.49
Yeshwanthpur,4,1950.0,4.0,130.0
Panathur,3,1695.0,3.0,90.0
Yelahanka,3,1705.0,3.0,95.0
Kalyan nagar,3,1375.0,3.0,75.0
Kanakpura Road,1,525.0,1.0,30.0
Whitefield,2,1447.0,2.0,83.0
Thanisandra,2,1114.0,2.0,39.0
7th Phase JP Nagar,3,1450.0,2.0,100.0
Belathur,2,460.0,1.0,15.0
Vasanthapura,2,1022.0,2.0,40.0
Hebbal,2,1000.0,2.0,45.0
Electronic City,2,1128.0,2.0,68.75
Kanakpura Road,2,1180.0,2.0,57.0
TC Palaya,6,1000.0,6.0,69.0
Nagarbhavi,2,1200.0,2.0,150.0
Sadashiva Nagar,3,3761.0,3.0,660.0
Kanakpura Road,2,1339.0,2.0,75.0
Yelachenahalli,3,1400.0,2.0,55.0
7th Phase JP Nagar,2,1040.0,2.0,39.52
Kadugodi,2,1198.0,2.0,58.0
Shirdi Sai Layout,4,1200.0,3.0,95.0
Sarjapur  Road,3,1691.0,3.0,113.0
Bisuvanahalli,3,1075.0,3.0,36.0
1st Block Jayanagar,3,1630.0,3.0,194.0
8th Phase JP Nagar,3,1240.0,3.0,43.5
Bannerghatta Road,2,1122.5,2.0,58.935
Mallasandra,3,1665.0,3.0,86.58
Marathahalli,3,2489.0,3.0,94.0
Brookefield,2,1142.0,2.0,70.0
Kodbisanhalli,3,1976.0,3.0,184.0
Sathya Sai Layout,4,5500.0,4.0,600.0
Kothannur,3,1853.0,3.0,82.0
Vijayanagar,8,600.0,4.0,72.0
Kasturi Nagar,2,1567.0,2.0,92.0
Talaghattapura,2,1090.0,2.0,27.24
Raja Rajeshwari Nagar,6,1200.0,4.0,125.0
Indiranagar HAL 2nd Stage,4,2400.0,4.0,640.0
Electronics City Phase 1,2,1175.0,2.0,51.47
Subramanyapura,2,1200.0,2.0,52.0
Kodichikkanahalli,2,995.0,2.0,41.0
Magadi Road,2,884.0,2.0,41.1
Vishwanatha Nagenahalli,5,900.0,3.0,80.0
Yeshwanthpur,2,1170.0,2.0,57.0
KR Puram,2,1225.0,2.0,46.55
Electronic City,2,1342.0,2.0,73.3
Uttarahalli,2,1345.0,2.0,67.0
Kodigehaali,3,1320.0,3.0,65.0
Raja Rajeshwari Nagar,2,1140.0,2.0,49.39
Battarahalli,2,1300.0,2.0,50.0
Hosa Road,3,1652.0,3.0,85.0
Thigalarapalya,3,2072.0,4.0,142.0
Arekere,3,1740.0,2.0,95.0
Electronic City,3,1360.0,2.0,71.0
Hosur Road,3,1145.0,2.0,60.0
Uttarahalli,3,1540.0,2.0,40.0
Sarjapur  Road,2,1278.0,2.0,95.0
Electronic City Phase II,1,630.0,1.0,40.0
Kanakpura Road,3,1100.0,3.0,58.0
Bendiganahalli,3,1200.0,3.0,95.0
Hosakerehalli Layout,7,2500.0,6.0,115.0
Chandapura,1,582.5,1.0,15.135
Chandapura,2,1015.0,2.0,25.88
Hosur Road,5,3300.0,5.0,240.0
Basaveshwara Nagar,5,4500.0,5.0,415.0
Gunjur,3,1356.0,2.0,66.0
Hennagara,2,823.0,2.0,28.0
TC Palaya,3,1200.0,2.0,66.0
Ramamurthy Nagar,2,1050.0,2.0,37.0
Ferrar Nagar,2,1180.0,2.0,69.0
Whitefield,2,1116.0,2.0,51.91
7th Phase JP Nagar,2,1070.0,2.0,42.79
Varthur,2,1385.0,2.0,80.0
Varthur,1,1000.0,1.0,70.0
Whitefield,3,1897.0,3.0,130.0
Magadi Road,2,1005.0,2.0,55.78
Green Glen Layout,3,1575.0,3.0,125.0
Subramanyapura,2,975.0,2.0,65.0
Hennur Road,3,1904.0,3.0,120.0
Kengeri Satellite Town,1,930.0,1.0,30.0
Kanakpura Road,1,525.0,1.0,26.0
BAGUR,1,686.0,1.0,17.0
Electronic City Phase II,2,2400.0,3.0,150.0
8th block Koramangala,2,1410.0,1.0,233.0
Sarjapur  Road,3,2238.0,3.0,140.0
Harlur,2,1174.0,2.0,69.0
Thubarahalli,4,3800.0,4.0,239.0
Whitefield,3,2225.0,2.0,125.0
M.G Road,2,1250.0,2.0,200.0
Jigani,2,918.0,2.0,52.0
Mahadevpura,2,1250.0,2.0,52.0
Sarjapur  Road,3,1800.0,3.0,110.0
Marathahalli,2,1170.0,2.0,53.0
Byatarayanapura,1,1300.0,1.0,200.0
Bannerghatta Road,2,793.0,2.0,45.0
Jakkur,3,1710.0,3.0,107.0
Kambipura,3,1082.0,2.0,57.5
Naganathapura,2,1001.0,2.0,33.03
Srinivasa Nagar,4,1500.0,4.0,180.0
Yelahanka,3,1590.0,2.0,54.0
Basavanagara,3,2400.0,2.0,80.0
Horamavu Banaswadi,3,1554.0,3.0,55.0
Thanisandra,2,1142.5,2.0,43.415
Bellandur,5,4239.0,5.0,423.0
Konanakunte,2,884.0,1.0,58.0
Hosa Road,2,1045.0,2.0,98.89
Marathahalli,2,1019.0,2.0,49.86
Ambedkar Nagar,3,1935.0,4.0,130.0
Uttarahalli,3,1135.0,2.0,39.73
Lakshminarayana Pura,3,1680.0,3.0,150.0
Hebbal,4,2470.0,5.0,247.0
1st Phase JP Nagar,4,2825.0,4.0,250.0
Hosakerehalli,3,2480.0,3.0,330.0
5th Phase JP Nagar,9,1260.0,11.0,290.0
Ramamurthy Nagar,5,1800.0,4.0,187.0
Kasavanhalli,3,1799.0,3.0,90.0
Attibele,1,400.0,1.0,11.0
Kundalahalli,2,1047.0,2.0,82.0
Kaverappa Layout,2,1282.0,2.0,87.0
NGR Layout,2,1020.0,2.0,45.9
Kammanahalli,4,1080.0,3.0,155.0
Whitefield,2,1495.0,2.0,79.5
Kasavanhalli,4,3260.0,4.0,240.0
Divya Unnathi Layout,3,1611.0,2.0,64.44
Koramangala,4,3500.0,5.0,425.0
Vasantha Vallabha Nagar,3,1500.0,2.0,95.0
Sahakara Nagar,3,1500.0,2.0,95.0
Yelahanka,4,3206.0,5.0,270.0
Uttarahalli,3,1540.0,3.0,50.0
Hosa Road,3,1639.0,3.0,80.0
Marathahalli,4,700.0,4.0,72.0
Raja Rajeshwari Nagar,2,1303.0,2.0,55.79
Koramangala,2,1005.0,1.0,110.0
Kammasandra,1,657.5,1.0,18.41
Chandapura,3,1305.0,3.0,33.28
Kothannur,3,600.0,4.0,95.0
sapthagiri Layout,2,1300.0,1.0,115.0
Brookefield,3,1440.0,2.0,68.0
Seegehalli,2,901.0,2.0,35.14
Rajaji Nagar,3,1725.0,3.0,200.0
Sarjapur,3,900.0,2.0,42.0
BEML Layout,2,1060.0,2.0,55.0
NGR Layout,2,1020.0,2.0,48.45
Varthur,3,1535.0,3.0,65.99
Alur,1,530.0,1.0,20.0
Haralur Road,3,1464.0,3.0,56.0
Devarabisanahalli,2,1350.0,2.0,80.0
Sarjapur  Road,2,1115.0,2.0,50.0
Uttarahalli,2,1175.0,2.0,47.0
Whitefield,2,1113.0,2.0,62.0
Uttarahalli,6,1200.0,4.0,225.0
Ramamurthy Nagar,5,1640.0,4.0,240.0
Giri Nagar,2,650.0,2.0,42.0
Marathahalli,2,1325.0,2.0,71.55
Electronics City Phase 1,2,950.0,2.0,31.0
Jakkur,3,1396.0,2.0,86.51
Rachenahalli,2,1050.0,2.0,52.07
Thanisandra,3,1825.0,3.0,100.0
7th Phase JP Nagar,2,1190.0,2.0,49.98
Marathahalli,2,1220.0,2.0,56.5
NRI Layout,3,1565.0,2.0,75.0
Hennur Road,3,1891.0,3.0,109.0
Sidedahalli,2,900.0,2.0,27.0
Hosa Road,2,1161.0,2.0,55.15
Sarjapur,1,649.5,1.0,17.535
Dwarka Nagar,8,2400.0,6.0,125.0
Rajaji Nagar,4,315.0,4.0,90.0
Yeshwanthpur,1,665.0,1.0,36.85
Mysore Road,2,1175.0,2.0,73.5
Hoodi,2,1425.0,2.0,80.0
Chikkabanavar,1,1200.0,1.0,20.0
ITPL,3,1200.0,3.0,56.12
Somasundara Palya,2,1255.0,2.0,67.0
Hegde Nagar,3,2112.95,4.0,145.0
Raja Rajeshwari Nagar,1,600.0,1.0,22.0
Haralur Road,3,1810.0,3.0,100.0
Indira Nagar,2,1200.0,2.0,93.0
Harlur,2,1033.0,2.0,49.0
ITPL,3,1548.0,3.0,89.5
Horamavu Banaswadi,3,1611.0,3.0,66.0
Electronic City Phase II,3,1400.0,2.0,40.43
Vidyaranyapura,3,1485.0,2.0,67.0
Margondanahalli,2,2400.0,2.0,82.0
Pattandur Agrahara,2,1025.0,2.0,44.5
Thurahalli,4,600.0,3.0,65.0
Hallehalli,2,1225.0,2.0,53.0
5th Phase JP Nagar,2,1256.0,2.0,62.8
Whitefield,4,2268.0,3.0,163.0
Kanakpura Road,3,1100.0,3.0,53.0
Vadarpalya,2,1141.0,2.0,62.0
Attibele,1,400.0,1.0,12.0
Chandapura,2,1400.0,2.0,60.0
Kattigenahalli,7,4100.0,7.0,140.0
Weavers Colony,1,15.0,1.0,30.0
Raghavendra Nagar,2,1175.0,2.0,48.27
Sahakara Nagar,2,1100.0,2.0,56.0
Kanakpura Road,3,1843.0,3.0,95.84
1st Phase JP Nagar,8,1200.0,7.0,240.0
Horamavu Banaswadi,2,1460.0,2.0,80.5
Rachenahalli,3,1530.0,2.0,74.5
HSR Layout,2,1467.0,2.0,55.0
KR Layout,1,950.0,1.0,40.0
Vittasandra,2,1246.0,2.0,64.5
Kanakapura,1,711.0,1.0,38.0
Haralur Road,2,1194.0,2.0,46.0
Babusapalaya,3,1358.0,2.0,43.4
Nagasandra,6,1500.0,5.0,130.0
Hoodi,2,1420.0,2.0,75.0
Kathriguppe,3,1250.0,2.0,68.75
Akshaya Nagar,2,1280.0,2.0,58.0
Nagappa Reddy Layout,2,1209.0,2.0,50.0
Kempapura,5,4200.0,5.0,225.0
BTM 1st Stage,4,1215.0,4.0,205.0
Panathur,3,1315.0,2.0,54.8
Kariyammana Agrahara,3,1800.0,3.0,90.0
Hessarghatta,5,1600.0,4.0,125.0
TC Palaya,3,1600.0,2.0,65.0
Binnamangala,6,3968.0,5.0,900.0
Suraksha Nagar,3,1563.0,3.0,52.0
Whitefield,3,1560.0,2.0,72.0
Brookefield,3,2169.0,4.0,115.0
Lakshmi Layout,9,900.0,10.0,170.0
Rachenahalli,2,1050.0,2.0,55.5
Iblur Village,3,3235.0,3.0,235.0
TC Palaya,3,1200.0,3.0,66.0
HSR Layout,2,1140.0,2.0,46.0
7th Phase JP Nagar,3,1500.0,3.0,170.0
Horamavu Agara,3,1560.0,3.0,75.0
JP Nagar,2,1100.0,2.0,70.0
Kasavanhalli,3,1260.0,2.0,40.32
Hebbal,2,1036.0,2.0,50.0
Akshaya Nagar,3,1662.0,3.0,85.1
Yelachenahalli,3,1464.0,2.0,105.0
Yelahanka,2,1234.0,2.0,80.0
Sarjapur  Road,3,1403.0,3.0,55.0
Kadugondanahalli,4,915.0,4.0,54.9
2nd Stage Nagarbhavi,6,3000.0,8.0,451.0
Seegehalli,3,1150.0,2.0,42.9
Hebbal,4,3900.0,4.0,410.0
Yeshwanthpur,5,850.0,4.0,90.0
Kanakapura,2,929.0,2.0,46.0
2nd Stage Nagarbhavi,6,2400.0,8.0,450.0
TC Palaya,3,1350.0,2.0,75.0
Vasanthapura,2,1135.0,2.0,39.73
Basava Nagar,2,1405.0,2.0,70.0
Whitefield,2,1200.0,2.0,45.84
Haralur Road,4,2805.0,4.0,154.0
Yeshwanthpur,2,1161.0,2.0,64.08
Kanakpura Road,2,1290.0,2.0,74.0
Yeshwanthpur,3,2557.0,3.0,141.0
2nd Block Hrbr Layout,3,1480.0,3.0,90.0
BTM 1st Stage,9,3300.0,14.0,500.0
Old Madras Road,3,1350.0,3.0,54.54
Kadugodi,3,1580.0,2.0,65.0
Banashankari,3,1470.0,2.0,88.64
Ananth Nagar,1,500.0,1.0,14.0
Sarjapur  Road,2,1346.0,2.0,61.92
Canara Bank Layout,3,1600.0,3.0,90.0
Naganathapura,2,720.0,2.0,120.0
Manjunath Nagar,4,1200.0,4.0,135.0
Basapura,2,1200.0,2.0,35.0
Channasandra,3,1340.0,2.0,48.33
Devanahalli,4,6136.0,4.0,560.0
Jigani,2,918.0,2.0,48.0
Singena Agrahara,3,1500.0,3.0,115.0
Yelahanka,2,1315.0,2.0,85.0
Sector 1 HSR Layout,4,2400.0,5.0,775.0
Uttarahalli,3,1390.0,2.0,62.55
Uttarahalli,3,1330.0,2.0,56.0
Jalahalli,5,3100.0,4.0,265.0
Mango Garden Layout,3,1824.0,3.0,125.0
7th Phase JP Nagar,3,1420.0,2.0,96.0
Kacharakanahalli,1,750.0,1.0,56.25
Jalahalli East,3,1260.0,2.0,60.0
Hennur Road,3,1561.0,3.0,95.0
5th Phase JP Nagar,9,812.0,6.0,165.0
"Bidere Agarahara, Behind Safal market",2,1060.0,2.0,42.0
Hoodi,8,1120.0,8.0,145.0
Haralur Road,2,1225.0,2.0,67.38
Thanisandra,3,2144.0,3.0,135.0
Kengeri,7,1200.0,6.0,140.0
Electronic City,2,880.0,2.0,29.0
Hoodi,3,1639.0,3.0,110.0
Thanisandra,3,1240.0,2.0,62.0
Kanakpura Road,2,1500.0,2.0,69.0
Haralur Road,2,1243.0,2.0,46.0
Marathahalli,3,1575.0,3.0,78.0
Haralur Road,2,1027.0,2.0,44.0
Kambipura,3,1082.0,2.0,56.0
Konanakunte,3,1637.0,3.0,73.0
Kanakpura Road,3,1665.0,3.0,86.58
Electronic City,2,1265.0,2.0,56.93
Electronic City,3,1691.0,2.0,102.0
Thanisandra,2,1100.0,2.0,38.0
Grihalakshmi Layout,5,24.0,2.0,150.0
Gopalkrishna Nagar,3,1500.0,3.0,62.0
Hosakerehalli,4,3205.0,5.0,380.0
Kammanahalli,5,1666.0,4.0,150.0
Choodasandra,2,1115.0,2.0,50.0
Mysore Road,2,1070.0,2.0,45.0
Indira Nagar,2,1128.0,2.0,105.0
Budigere,2,1162.0,2.0,57.0
Sai Gardens,2,1339.0,2.0,55.0
Mahadevpura,2,1192.0,2.0,75.0
Haralur Road,3,1920.0,3.0,115.0
Hennur,2,1255.0,2.0,52.32
Rajaji Nagar,2,1357.0,2.0,115.0
Dodda Kempaiah Layout,3,1600.0,3.0,75.0
Hanumanth Nagar,2,1225.0,2.0,55.11
Whitefield,4,2400.0,4.0,200.0
Kasturi Nagar,3,1570.0,3.0,80.0
Thanisandra,2,1093.0,2.0,70.0
Basaveshwara Nagar,3,1865.0,3.0,145.0
R.T. Nagar,6,1200.0,7.0,165.0
Kaikondrahalli,2,1039.0,2.0,80.0
Vittasandra,2,1246.0,2.0,64.5
Whitefield,3,1985.0,3.0,75.0
Hosakerehalli,3,1590.0,3.0,49.0
Hunasamaranahalli,4,4000.0,4.0,675.0
Electronic City Phase II,2,775.0,2.0,38.0
RWF West Colony,2,1000.0,2.0,50.0
Hebbal Kempapura,3,1800.0,3.0,175.0
Bommasandra,2,1035.0,2.0,41.0
Dasarahalli,3,1520.0,2.0,75.0
Whitefield,2,1360.0,2.0,95.0
Bileshivale,4,6000.0,5.0,400.0
Kodigehaali,2,1117.0,2.0,56.0
KR Puram,4,1200.0,4.0,120.0
EPIP Zone,2,1330.0,2.0,92.5
Marathahalli,3,1937.0,3.0,160.0
Electronic City,2,1128.0,2.0,65.49
Neeladri Nagar,2,1053.0,2.0,45.0
Panathur,2,1198.0,2.0,77.0
Marathahalli,2,1152.0,2.0,56.0
1st Block Jayanagar,6,1200.0,6.0,125.0
Frazer Town,2,1625.0,2.0,75.0
Kundalahalli,3,1397.0,3.0,105.0
Yeshwanthpur,3,1523.0,3.0,170.0
Kambipura,2,883.0,2.0,45.0
Kaggalipura,1,700.0,1.0,38.0
Yelahanka,2,1170.0,2.0,62.5
Kanakpura Road,3,1200.0,2.0,42.0
Manayata Tech Park,3,2400.0,3.0,170.0
Kullappa Colony,2,1480.0,2.0,65.0
Akshaya Nagar,3,1897.0,3.0,120.0
Rachenahalli,2,996.0,2.0,67.0
Haralur Road,3,1875.0,3.0,110.0
Williams Town,3,1500.0,2.0,98.0
Jaya Nagar East,3,3095.0,3.0,350.0
Ambalipura,3,1390.0,2.0,175.0
Yelahanka,3,1450.0,3.0,65.255
Yelahanka,1,697.0,1.0,45.0
Sarjapur  Road,1,710.0,1.0,27.0
Iggalur,2,910.0,2.0,30.5
Sompura,3,1025.0,2.0,48.0
Magadi Road,2,1000.0,2.0,46.5
Harlur,4,1200.0,4.0,244.0
Horamavu Agara,3,1453.0,2.0,46.48
Sarjapur  Road,4,3335.0,5.0,300.0
Thanisandra,2,971.5,2.0,36.435
Bellandur,2,1281.0,2.0,74.0
Cooke Town,1,565.0,1.0,35.0
Varthur,2,1024.0,2.0,42.0
Electronic City,3,1620.0,3.0,62.0
Whitefield,2,1254.0,2.0,40.0
Banashankari,3,1300.0,2.0,75.0
Doddakallasandra,2,1233.0,2.0,43.0
Chokkanahalli,1,1200.0,1.0,28.0
Hosur Road,3,1510.0,2.0,105.0
Kaggalipura,2,950.0,2.0,65.0
Battarahalli,3,1945.0,3.0,97.42
Uttarahalli,2,1008.0,2.0,45.0
Thanisandra,3,1265.0,2.0,79.0
Hebbal,3,1255.0,2.0,77.68
Kanakpura Road,4,2689.0,6.0,220.0
Yelenahalli,2,1200.0,2.0,46.17
Sarjapur  Road,3,1403.0,3.0,51.63
Kudlu Gate,3,1535.0,3.0,85.0
Chikkaballapur,3,1500.0,3.0,100.0
Chamrajpet,3,1475.0,2.0,120.0
Uttarahalli,3,1390.0,2.0,60.47
Raja Rajeshwari Nagar,3,1278.0,2.0,53.76
VGP Layout,2,1133.0,2.0,55.0
Classic Paradise Layout,5,1560.0,5.0,145.0
Byappanahalli,5,2900.0,5.0,90.0
Kogilu,2,1170.0,2.0,51.99
Sahakara Nagar,3,1200.0,3.0,200.0
Whitefield,3,1697.0,3.0,94.79
Thanisandra,3,1651.0,3.0,97.38
Vasanth nagar,3,1560.0,3.0,188.0
Hennur Road,3,1192.0,2.0,60.0
OMBR Layout,2,1078.0,2.0,65.0
